# ppt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,eco101,eco102,eco103,eco104,eco105,eco201,eco202,eco203,eco204,eco205,eco301,eco302,eco303,eco304,eco305,eco401,eco402,eco403,eco404,eco405,eco501,eco502,eco503,eco504,eco505,eco101,eco102,eco103,eco104,eco105,eco201,eco202,eco203,eco204,eco205,eco301,eco302,eco303,eco304,eco305,eco401,eco402,eco403,eco404,eco405,eco501,eco502,eco503,eco504,eco505,eco101,eco102,eco103,eco104,eco105,eco201,eco202,eco203,eco204,eco205,eco301,eco302,eco303,eco304,eco305,eco401,eco402,eco403,eco404,eco405,eco501,eco502,eco503,eco504,eco505
TIMESTEP,MEAN(mm),MEAN(mm),MEAN(mm),MEAN(mm),MEAN(mm),MEAN(mm),MEAN(mm),MEAN(mm),MEAN(mm),MEAN(mm),MEAN(mm),MEAN(mm),MEAN(mm),MEAN(mm),MEAN(mm),MEAN(mm),MEAN(mm),MEAN(mm),MEAN(mm),MEAN(mm),MEAN(mm),MEAN(mm),MEAN(mm),MEAN(mm),MEAN(mm),VARIANCE(mm^2),VARIANCE(mm^2),VARIANCE(mm^2),VARIANCE(mm^2),VARIANCE(mm^2),VARIANCE(mm^2),VARIANCE(mm^2),VARIANCE(mm^2),VARIANCE(mm^2),VARIANCE(mm^2),VARIANCE(mm^2),VARIANCE(mm^2),VARIANCE(mm^2),VARIANCE(mm^2),VARIANCE(mm^2),VARIANCE(mm^2),VARIANCE(mm^2),VARIANCE(mm^2),VARIANCE(mm^2),VARIANCE(mm^2),VARIANCE(mm^2),VARIANCE(mm^2),VARIANCE(mm^2),VARIANCE(mm^2),VARIANCE(mm^2),STD_DEV(mm),STD_DEV(mm),STD_DEV(mm),STD_DEV(mm),STD_DEV(mm),STD_DEV(mm),STD_DEV(mm),STD_DEV(mm),STD_DEV(mm),STD_DEV(mm),STD_DEV(mm),STD_DEV(mm),STD_DEV(mm),STD_DEV(mm),STD_DEV(mm),STD_DEV(mm),STD_DEV(mm),STD_DEV(mm),STD_DEV(mm),STD_DEV(mm),STD_DEV(mm),STD_DEV(mm),STD_DEV(mm),STD_DEV(mm),STD_DEV(mm)
1979-01-11T00:00:00Z,3.660527,1.6654412,0.3259207,-0.32242033,-1.9011818,3.660527,1.6654412,0.3259207,-0.32242033,-1.9011818,3.660527,1.6654412,0.3259207,-0.32242033,-1.9011818,3.660527,1.6654412,0.3259207,-0.32242033,-1.9011818,3.660527,1.6654412,0.3259207,-0.32242033,-1.9011818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-12T00:00:00Z,2.740319,1.7727923,2.086015,0.68101954,-0.7604584,2.740319,1.7727923,2.086015,0.68101954,-0.7604584,2.740319,1.7727923,2.086015,0.68101954,-0.7604584,2.740319,1.7727923,2.086015,0.68101954,-0.7604584,2.740319,1.7727923,2.086015,0.68101954,-0.7604584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-13T00:00:00Z,-2.3227603,-2.8801534,-1.6972356,-1.2397789,-2.4937289,-2.3227603,-2.8801534,-1.6972356,-1.2397789,-2.4937289,-2.3227603,-2.8801534,-1.6972356,-1.2397789,-2.4937289,-2.3227603,-2.8801534,-1.6972356,-1.2397789,-2.4937289,-2.3227603,-2.8801534,-1.6972356,-1.2397789,-2.4937289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-14T00:00:00Z,-1.0960559,-2.456694,-3.4800272,-3.233991,-4.084866,-1.0960559,-2.456694,-3.4800272,-3.233991,-4.084866,-1.0960559,-2.456694,-3.4800272,-3.233991,-4.084866,-1.0960559,-2.456694,-3.4800272,-3.233991,-4.084866,-1.0960559,-2.456694,-3.4800272,-3.233991,-4.084866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-15T00:00:00Z,0.17432849,-0.87002283,-1.7653189,-2.3397653,-3.9737725,0.17432849,-0.87002283,-1.7653189,-2.3397653,-3.9737725,0.17432849,-0.87002283,-1.7653189,-2.3397653,-3.9737725,0.17432849,-0.87002283,-1.7653189,-2.3397653,-3.9737725,0.17432849,-0.87002283,-1.7653189,-2.3397653,-3.9737725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-16T00:00:00Z,-1.0153062,-2.2099514,-1.3202546,-0.96181357,-1.766482,-1.0153062,-2.2099514,-1.3202546,-0.96181357,-1.766482,-1.0153062,-2.2099514,-1.3202546,-0.96181357,-1.766482,-1.0153062,-2.2099514,-1.3202546,-0.96181357,-1.766482,-1.0153062,-2.2099514,-1.3202546,-0.96181357,-1.766482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-17T00:00:00Z,-2.7816367,-3.1232815,-1.8886479,-2.570603,-3.4594038,-2.7816367,-3.1232815,-1.8886479,-2.570603,-3.4594038,-2.7816367,-3.1232815,-1.8886479,-2.570603,-3.4594038,-2.7816367,-3.1232815,-1.8886479,-2.570603,-3.4594038,-2.7816367,-3.1232815,-1.8886479,-2.570603,-3.4594038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-18T00:00:00Z,-5.858382,-5.8922296,-3.939035,-5.2926097,-6.2245874,-5.858382,-5.8922296,-3.939035,-5.2926097,-6.2245874,-5.858382,-5.8922296,-3.939035,-5.2926097,-6.2245874,-5.858382,-5.8922296,-3.939035,-5.2926097,-6.2245874,-5.858382,-5.8922296,-3.939035,-5.2926097,-6.2245874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-19T00:00:00Z,-0.12293879,-3.6314662,-6.82189,-3.7254982,-4.044402,-0.12293879,-3.6314662,-6.82189,-3.7254982,-4.044402,-0.12293879,-3.6314662,-6.82189,-3.7254982,-4.044402,-0.12293879,-3.6314662,-6.82189,-3.7254982,-4.044402,-0.12293879,-3.6314662,-6.82189,-3.7254982,-4.044402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-20T00:00:00Z,3.146297,0.3515652,-2.3851397,-0.81971884,-2.1235297,3.146297,0.3515652,-2.3851397,-0.81971884,-2.1235297,3.146297,0.3515652,-2.3851397,-0.81971884,-2.1235297,3.146297,0.3515652,-2.3851397,-0.81971884,-2.1235297,3.146297,0.3515652,-2.3851397,-0.81971884,-2.1235297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-21T00:00:00Z,2.1955166,1.6092551,2.3169167,1.2010587,0.37732932,2.1955166,1.6092551,2.3169167,1.2010587,0.37732932,2.1955166,1.6092551,2.3169167,1.2010587,0.37732932,2.1955166,1.6092551,2.3169167,1.2010587,0.37732932,2.1955166,1.6092551,2.3169167,1.2010587,0.37732932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-22T00:00:00Z,-2.0996027,-2.2043386,0.08379138,-1.0655038,-2.343772,-2.0996027,-2.2043386,0.08379138,-1.0655038,-2.343772,-2.0996027,-2.2043386,0.08379138,-1.0655038,-2.343772,-2.0996027,-2.2043386,0.08379138,-1.0655038,-2.343772,-2.0996027,-2.2043386,0.08379138,-1.0655038,-2.343772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-23T00:00:00Z,-2.6621237,-2.9648395,-2.1688964,-3.1560328,-4.210421,-2.6621237,-2.9648395,-2.1688964,-3.1560328,-4.210421,-2.6621237,-2.9648395,-2.1688964,-3.1560328,-4.210421,-2.6621237,-2.9648395,-2.1688964,-3.1560328,-4.210421,-2.6621237,-2.9648395,-2.1688964,-3.1560328,-4.210421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-24T00:00:00Z,-3.7685218,-4.133161,-3.5557423,-3.4100761,-3.7750514,-3.7685218,-4.133161,-3.5557423,-3.4100761,-3.7750514,-3.7685218,-4.133161,-3.5557423,-3.4100761,-3.7750514,-3.7685218,-4.133161,-3.5557423,-3.4100761,-3.7750514,-3.7685218,-4.133161,-3.5557423,-3.4100761,-3.7750514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-25T00:00:00Z,-4.47079,-5.091461,-4.621918,-4.987086,-5.7461247,-4.47079,-5.091461,-4.621918,-4.987086,-5.7461247,-4.47079,-5.091461,-4.621918,-4.987086,-5.7461247,-4.47079,-5.091461,-4.621918,-4.987086,-5.7461247,-4.47079,-5.091461,-4.621918,-4.987086,-5.7461247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-26T00:00:00Z,-5.202883,-6.798111,-6.64111,-6.9136252,-8.167836,-5.202883,-6.798111,-6.64111,-6.9136252,-8.167836,-5.202883,-6.798111,-6.64111,-6.9136252,-8.167836,-5.202883,-6.798111,-6.64111,-6.9136252,-8.167836,-5.202883,-6.798111,-6.64111,-6.9136252,-8.167836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-27T00:00:00Z,-2.7634768,-4.8121805,-6.893269,-5.330621,-6.228834,-2.7634768,-4.8121805,-6.893269,-5.330621,-6.228834,-2.7634768,-4.8121805,-6.893269,-5.330621,-6.228834,-2.7634768,-4.8121805,-6.893269,-5.330621,-6.228834,-2.7634768,-4.8121805,-6.893269,-5.330621,-6.228834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-28T00:00:00Z,-4.6289897,-5.943911,-5.567356,-5.157822,-5.6106453,-4.6289897,-5.943911,-5.567356,-5.157822,-5.6106453,-4.6289897,-5.943911,-5.567356,-5.157822,-5.6106453,-4.6289897,-5.943911,-5.567356,-5.157822,-5.6106453,-4.6289897,-5.943911,-5.567356,-5.157822,-5.6106453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-29T00:00:00Z,-9.165873,-10.095997,-8.865613,-8.217794,-8.917077,-9.165873,-10.095997,-8.865613,-8.217794,-8.917077,-9.165873,-10.095997,-8.865613,-8.217794,-8.917077,-9.165873,-10.095997,-8.865613,-8.217794,-8.917077,-9.165873,-10.095997,-8.865613,-8.217794,-8.917077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-30T00:00:00Z,-10.066431,-10.800876,-10.256269,-9.693893,-9.92072,-10.066431,-10.800876,-10.256269,-9.693893,-9.92072,-10.066431,-10.800876,-10.256269,-9.693893,-9.92072,-10.066431,-10.800876,-10.256269,-9.693893,-9.92072,-10.066431,-10.800876,-10.256269,-9.693893,-9.92072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-31T00:00:00Z,-11.534148,-12.247951,-11.4795,-11.5649605,-12.577763,-11.534148,-12.247951,-11.4795,-11.5649605,-12.577763,-11.534148,-12.247951,-11.4795,-11.5649605,-12.577763,-11.534148,-12.247951,-11.4795,-11.5649605,-12.577763,-11.534148,-12.247951,-11.4795,-11.5649605,-12.577763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-01T00:00:00Z,-10.541921,-10.70905,-9.556417,-10.325112,-11.681382,-10.541921,-10.70905,-9.556417,-10.325112,-11.681382,-10.541921,-10.70905,-9.556417,-10.325112,-11.681382,-10.541921,-10.70905,-9.556417,-10.325112,-11.681382,-10.541921,-10.70905,-9.556417,-10.325112,-11.681382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-02T00:00:00Z,-8.52063,-10.337057,-11.235972,-10.081403,-10.490793,-8.52063,-10.337057,-11.235972,-10.081403,-10.490793,-8.52063,-10.337057,-11.235972,-10.081403,-10.490793,-8.52063,-10.337057,-11.235972,-10.081403,-10.490793,-8.52063,-10.337057,-11.235972,-10.081403,-10.490793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-03T00:00:00Z,1.0926595,-1.8759931,-5.352326,-5.45828,-6.5484753,1.0926595,-1.8759931,-5.352326,-5.45828,-6.5484753,1.0926595,-1.8759931,-5.352326,-5.45828,-6.5484753,1.0926595,-1.8759931,-5.352326,-5.45828,-6.5484753,1.0926595,-1.8759931,-5.352326,-5.45828,-6.5484753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-04T00:00:00Z,3.3487585,2.239918,0.7331174,-1.1558105,-2.6492407,3.3487585,2.239918,0.7331174,-1.1558105,-2.6492407,3.3487585,2.239918,0.7331174,-1.1558105,-2.6492407,3.3487585,2.239918,0.7331174,-1.1558105,-2.6492407,3.3487585,2.239918,0.7331174,-1.1558105,-2.6492407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-05T00:00:00Z,4.252668,3.1756225,2.2248082,1.3332807,-0.087822266,4.252668,3.1756225,2.2248082,1.3332807,-0.087822266,4.252668,3.1756225,2.2248082,1.3332807,-0.087822266,4.252668,3.1756225,2.2248082,1.3332807,-0.087822266,4.252668,3.1756225,2.2248082,1.3332807,-0.087822266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-06T00:00:00Z,4.3828044,2.8297956,2.044601,2.4502437,1.4093624,4.3828044,2.8297956,2.044601,2.4502437,1.4093624,4.3828044,2.8297956,2.044601,2.4502437,1.4093624,4.3828044,2.8297956,2.044601,2.4502437,1.4093624,4.3828044,2.8297956,2.044601,2.4502437,1.4093624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-07T00:00:00Z,4.572872,3.4534917,3.2619405,3.1871376,1.8746029,4.572872,3.4534917,3.2619405,3.1871376,1.8746029,4.572872,3.4534917,3.2619405,3.1871376,1.8746029,4.572872,3.4534917,3.2619405,3.1871376,1.8746029,4.572872,3.4534917,3.2619405,3.1871376,1.8746029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-08T00:00:00Z,5.158796,3.827478,3.3221533,3.277694,1.4971948,5.158796,3.827478,3.3221533,3.277694,1.4971948,5.158796,3.827478,3.3221533,3.277694,1.4971948,5.158796,3.827478,3.3221533,3.277694,1.4971948,5.158796,3.827478,3.3221533,3.277694,1.4971948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-09T00:00:00Z,5.7339025,5.1246004,6.0355477,4.933341,2.9716036,5.7339025,5.1246004,6.0355477,4.933341,2.9716036,5.7339025,5.1246004,6.0355477,4.933341,2.9716036,5.7339025,5.1246004,6.0355477,4.933341,2.9716036,5.7339025,5.1246004,6.0355477,4.933341,2.9716036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-10T00:00:00Z,5.499406,5.0074377,5.658,5.0743756,4.111785,5.499406,5.0074377,5.658,5.0743756,4.111785,5.499406,5.0074377,5.658,5.0743756,4.111785,5.499406,5.0074377,5.658,5.0743756,4.111785,5.499406,5.0074377,5.658,5.0743756,4.111785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-11T00:00:00Z,5.7305756,5.444674,6.2565365,5.150298,3.2417872,5.7305756,5.444674,6.2565365,5.150298,3.2417872,5.7305756,5.444674,6.2565365,5.150298,3.2417872,5.7305756,5.444674,6.2565365,5.150298,3.2417872,5.7305756,5.444674,6.2565365,5.150298,3.2417872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-12T00:00:00Z,6.0706134,5.239641,5.778083,5.5489473,4.310106,6.0706134,5.239641,5.778083,5.5489473,4.310106,6.0706134,5.239641,5.778083,5.5489473,4.310106,6.0706134,5.239641,5.778083,5.5489473,4.310106,6.0706134,5.239641,5.778083,5.5489473,4.310106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-13T00:00:00Z,5.569787,4.80827,5.6132755,5.983395,4.9378204,5.569787,4.80827,5.6132755,5.983395,4.9378204,5.569787,4.80827,5.6132755,5.983395,4.9378204,5.569787,4.80827,5.6132755,5.983395,4.9378204,5.569787,4.80827,5.6132755,5.983395,4.9378204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-14T00:00:00Z,2.9915037,2.0683103,2.8092096,3.8060415,3.020683,2.9915037,2.0683103,2.8092096,3.8060415,3.020683,2.9915037,2.0683103,2.8092096,3.8060415,3.020683,2.9915037,2.0683103,2.8092096,3.8060415,3.020683,2.9915037,2.0683103,2.8092096,3.8060415,3.020683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-15T00:00:00Z,1.7508909,0.6737246,0.73394567,1.3205327,-0.4353597,1.7508909,0.6737246,0.73394567,1.3205327,-0.4353597,1.7508909,0.6737246,0.73394567,1.3205327,-0.4353597,1.7508909,0.6737246,0.73394567,1.3205327,-0.4353597,1.7508909,0.6737246,0.73394567,1.3205327,-0.4353597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-16T00:00:00Z,2.4817483,1.487765,1.3301592,1.5845917,0.040185943,2.4817483,1.487765,1.3301592,1.5845917,0.040185943,2.4817483,1.487765,1.3301592,1.5845917,0.040185943,2.4817483,1.487765,1.3301592,1.5845917,0.040185943,2.4817483,1.487765,1.3301592,1.5845917,0.040185943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-17T00:00:00Z,2.8564165,1.7131935,2.088999,2.426526,0.94890267,2.8564165,1.7131935,2.088999,2.426526,0.94890267,2.8564165,1.7131935,2.088999,2.426526,0.94890267,2.8564165,1.7131935,2.088999,2.426526,0.94890267,2.8564165,1.7131935,2.088999,2.426526,0.94890267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-18T00:00:00Z,2.8350601,2.083931,2.761903,2.596396,0.56219316,2.8350601,2.083931,2.761903,2.596396,0.56219316,2.8350601,2.083931,2.761903,2.596396,0.56219316,2.8350601,2.083931,2.761903,2.596396,0.56219316,2.8350601,2.083931,2.761903,2.596396,0.56219316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-19T00:00:00Z,3.0674834,2.0311017,2.2599998,2.2789524,1.0067264,3.0674834,2.0311017,2.2599998,2.2789524,1.0067264,3.0674834,2.0311017,2.2599998,2.2789524,1.0067264,3.0674834,2.0311017,2.2599998,2.2789524,1.0067264,3.0674834,2.0311017,2.2599998,2.2789524,1.0067264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-20T00:00:00Z,1.7329881,1.0320137,2.041301,2.2119956,0.9542288,1.7329881,1.0320137,2.041301,2.2119956,0.9542288,1.7329881,1.0320137,2.041301,2.2119956,0.9542288,1.7329881,1.0320137,2.041301,2.2119956,0.9542288,1.7329881,1.0320137,2.041301,2.2119956,0.9542288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-21T00:00:00Z,2.7555707,1.5108964,1.1516516,1.5978432,0.14067599,2.7555707,1.5108964,1.1516516,1.5978432,0.14067599,2.7555707,1.5108964,1.1516516,1.5978432,0.14067599,2.7555707,1.5108964,1.1516516,1.5978432,0.14067599,2.7555707,1.5108964,1.1516516,1.5978432,0.14067599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-22T00:00:00Z,1.8267368,1.0220793,1.6165905,1.9658542,0.89203876,1.8267368,1.0220793,1.6165905,1.9658542,0.89203876,1.8267368,1.0220793,1.6165905,1.9658542,0.89203876,1.8267368,1.0220793,1.6165905,1.9658542,0.89203876,1.8267368,1.0220793,1.6165905,1.9658542,0.89203876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-23T00:00:00Z,2.7614634,1.8266658,2.11286,2.9728003,1.9825563,2.7614634,1.8266658,2.11286,2.9728003,1.9825563,2.7614634,1.8266658,2.11286,2.9728003,1.9825563,2.7614634,1.8266658,2.11286,2.9728003,1.9825563,2.7614634,1.8266658,2.11286,2.9728003,1.9825563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-24T00:00:00Z,3.1813295,1.7474884,1.6104872,2.2641869,0.8110078,3.1813295,1.7474884,1.6104872,2.2641869,0.8110078,3.1813295,1.7474884,1.6104872,2.2641869,0.8110078,3.1813295,1.7474884,1.6104872,2.2641869,0.8110078,3.1813295,1.7474884,1.6104872,2.2641869,0.8110078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-25T00:00:00Z,6.2562904,4.330346,3.0133553,2.903307,0.88975143,6.2562904,4.330346,3.0133553,2.903307,0.88975143,6.2562904,4.330346,3.0133553,2.903307,0.88975143,6.2562904,4.330346,3.0133553,2.903307,0.88975143,6.2562904,4.330346,3.0133553,2.903307,0.88975143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-26T00:00:00Z,5.434489,4.6303163,4.934355,4.8151813,3.1778286,5.434489,4.6303163,4.934355,4.8151813,3.1778286,5.434489,4.6303163,4.934355,4.8151813,3.1778286,5.434489,4.6303163,4.934355,4.8151813,3.1778286,5.434489,4.6303163,4.934355,4.8151813,3.1778286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-27T00:00:00Z,4.9228945,3.9463558,4.5594773,4.5585504,3.0503883,4.9228945,3.9463558,4.5594773,4.5585504,3.0503883,4.9228945,3.9463558,4.5594773,4.5585504,3.0503883,4.9228945,3.9463558,4.5594773,4.5585504,3.0503883,4.9228945,3.9463558,4.5594773,4.5585504,3.0503883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
