Time,Row,Column,SitesChecked,CohortsKilled,Severity,SitesEventMN101,SitesEventMN102,BurnedSites,
30, 18, 90, 3, 7, 1.66666666666667, 0, 3, 3, 
30, 18, 94, 5, 18, 1.8, 0, 5, 5, 
30, 19, 30, 5, 1, 2.6, 0, 5, 5, 
30, 19, 35, 1, 1, 1, 0, 1, 1, 
30, 19, 50, 1, 1, 1, 0, 1, 1, 
30, 19, 87, 1, 4, 2, 0, 1, 1, 
30, 19, 88, 1, 3, 2, 0, 1, 1, 
30, 19, 95, 1, 7, 3, 0, 1, 1, 
30, 19, 98, 9, 37, 2, 0, 9, 9, 
30, 20, 19, 9, 5, 2.66666666666667, 1, 8, 9, 
30, 20, 23, 2, 2, 2, 0, 2, 2, 
30, 20, 45, 1, 1, 1, 0, 1, 1, 
30, 20, 52, 2, 2, 1.5, 0, 2, 2, 
30, 20, 56, 2, 2, 3, 0, 2, 2, 
30, 20, 57, 2, 2, 2, 0, 2, 2, 
30, 20, 64, 3, 2, 2, 0, 3, 3, 
30, 20, 69, 4, 3, 2.25, 0, 4, 4, 
30, 20, 84, 1, 3, 1, 0, 1, 1, 
30, 20, 96, 2, 9, 2, 0, 2, 2, 
30, 20, 97, 2, 7, 1, 0, 2, 2, 
30, 21, 33, 3, 1, 2.33333333333333, 0, 3, 3, 
30, 21, 41, 2, 2, 2, 0, 2, 2, 
30, 21, 45, 1, 1, 2, 0, 1, 1, 
30, 21, 46, 1, 1, 1, 0, 1, 1, 
30, 21, 75, 8, 5, 2.75, 0, 8, 8, 
30, 21, 81, 2, 3, 1, 0, 2, 2, 
30, 21, 82, 4, 5, 2, 0, 4, 4, 
30, 21, 85, 1, 1, 2, 0, 1, 1, 
30, 21, 87, 3, 13, 3, 0, 3, 3, 
30, 21, 93, 9, 34, 2.33333333333333, 0, 9, 9, 
30, 22, 29, 2, 1, 3, 0, 2, 2, 
30, 22, 42, 3, 4, 2.66666666666667, 0, 3, 3, 
30, 22, 54, 3, 2, 2, 0, 3, 3, 
30, 22, 69, 3, 2, 2.33333333333333, 0, 3, 3, 
30, 22, 83, 1, 4, 3, 0, 1, 1, 
30, 22, 84, 3, 12, 2.33333333333333, 0, 3, 3, 
30, 22, 90, 1, 5, 3, 0, 1, 1, 
30, 22, 99, 1, 4, 1, 0, 1, 1, 
30, 23, 25, 7, 3, 2.14285714285714, 0, 7, 7, 
30, 23, 31, 2, 3, 2, 0, 2, 2, 
30, 23, 33, 1, 1, 1, 0, 1, 1, 
30, 23, 40, 5, 5, 2.6, 0, 5, 5, 
30, 23, 45, 1, 1, 1, 0, 1, 1, 
30, 23, 55, 2, 3, 2.5, 0, 2, 2, 
30, 23, 73, 1, 1, 3, 0, 1, 1, 
30, 23, 81, 1, 2, 1, 0, 1, 1, 
30, 23, 85, 5, 30, 3, 0, 5, 5, 
30, 23, 95, 10, 51, 2.4, 0, 10, 10, 
30, 23, 99, 1, 2, 1, 0, 1, 1, 
30, 24, 35, 10, 11, 2, 0, 10, 10, 
30, 24, 37, 4, 4, 1.25, 0, 4, 4, 
30, 24, 57, 1, 1, 3, 0, 1, 1, 
30, 24, 72, 1, 1, 1, 0, 1, 1, 
30, 25, 52, 2, 1, 3, 0, 2, 2, 
30, 25, 62, 2, 1, 1, 0, 2, 2, 
30, 25, 74, 4, 3, 1.75, 0, 4, 4, 
30, 25, 89, 1, 5, 3, 0, 1, 1, 
30, 25, 91, 1, 4, 3, 0, 1, 1, 
30, 25, 98, 1, 5, 3, 0, 1, 1, 
30, 26, 11, 1, 1, 2, 1, 0, 1, 
30, 26, 33, 2, 3, 1, 0, 2, 2, 
30, 26, 39, 2, 1, 2, 0, 2, 2, 
30, 26, 45, 1, 1, 3, 0, 1, 1, 
30, 26, 60, 2, 3, 1, 0, 2, 2, 
30, 26, 76, 1, 1, 1, 0, 1, 1, 
30, 26, 83, 1, 4, 3, 0, 1, 1, 
30, 26, 97, 2, 9, 3, 0, 2, 2, 
30, 26, 99, 1, 1, 1, 0, 1, 1, 
30, 27, 10, 1, 1, 2, 1, 0, 1, 
30, 27, 12, 3, 2, 1.66666666666667, 3, 0, 3, 
30, 27, 23, 2, 1, 2, 0, 2, 2, 
30, 27, 31, 1, 3, 2, 0, 1, 1, 
30, 27, 42, 8, 8, 2.25, 0, 8, 8, 
30, 27, 50, 18, 19, 2.22222222222222, 0, 18, 18, 
30, 27, 60, 2, 2, 3, 0, 2, 2, 
30, 27, 61, 2, 2, 1, 0, 2, 2, 
30, 27, 72, 8, 7, 1.75, 0, 8, 8, 
30, 27, 81, 2, 6, 1, 0, 2, 2, 
30, 27, 85, 1, 5, 3, 0, 1, 1, 
30, 27, 92, 1, 3, 3, 0, 1, 1, 
30, 27, 93, 1, 1, 1, 0, 1, 1, 
30, 27, 98, 6, 13, 2.66666666666667, 0, 6, 6, 
30, 28, 31, 1, 2, 3, 0, 1, 1, 
30, 28, 47, 1, 1, 2, 0, 1, 1, 
30, 28, 70, 3, 4, 1.66666666666667, 0, 3, 3, 
30, 28, 84, 3, 7, 2.66666666666667, 0, 3, 3, 
30, 28, 99, 3, 10, 2.66666666666667, 0, 3, 3, 
30, 29, 35, 15, 7, 2.33333333333333, 0, 15, 15, 
30, 29, 54, 6, 5, 2.33333333333333, 0, 6, 6, 
30, 29, 75, 3, 8, 1, 0, 3, 3, 
30, 29, 89, 6, 19, 2, 0, 6, 6, 
30, 29, 92, 10, 38, 2.8, 0, 10, 10, 
30, 30, 11, 1, 1, 2, 1, 0, 1, 
30, 30, 26, 2, 2, 1.5, 0, 2, 2, 
30, 30, 72, 3, 5, 1.33333333333333, 0, 3, 3, 
30, 30, 77, 4, 8, 1, 0, 4, 4, 
30, 30, 82, 2, 6, 1, 0, 2, 2, 
30, 30, 83, 1, 3, 1, 0, 1, 1, 
30, 30, 89, 1, 5, 2, 0, 1, 1, 
30, 31, 4, 6, 3, 1.83333333333333, 6, 0, 6, 
30, 31, 13, 4, 2, 1.75, 4, 0, 4, 
30, 31, 40, 5, 3, 1.8, 0, 5, 5, 
30, 31, 64, 6, 6, 2, 0, 6, 6, 
30, 31, 70, 2, 7, 2, 0, 2, 2, 
30, 31, 88, 1, 3, 2, 0, 1, 1, 
30, 31, 89, 1, 2, 2, 0, 1, 1, 
30, 32, 23, 1, 1, 1, 0, 1, 1, 
30, 32, 29, 25, 17, 2.48, 0, 25, 25, 
30, 32, 48, 6, 2, 2.5, 0, 6, 6, 
30, 32, 50, 2, 2, 2, 0, 2, 2, 
30, 32, 56, 2, 3, 2, 0, 2, 2, 
30, 32, 63, 2, 3, 1, 0, 2, 2, 
30, 32, 72, 8, 32, 2.5, 0, 8, 8, 
30, 32, 77, 1, 1, 1, 0, 1, 1, 
30, 32, 90, 2, 11, 3, 0, 2, 2, 
30, 32, 93, 1, 6, 2, 0, 1, 1, 
30, 33, 21, 6, 2, 2.16666666666667, 0, 6, 6, 
30, 33, 38, 1, 1, 1, 0, 1, 1, 
30, 33, 67, 3, 13, 2.66666666666667, 0, 3, 3, 
30, 33, 78, 2, 2, 1, 0, 2, 2, 
30, 33, 88, 2, 9, 3, 0, 2, 2, 
30, 34, 55, 6, 4, 1.66666666666667, 0, 6, 6, 
30, 34, 68, 6, 27, 2.5, 0, 6, 6, 
30, 34, 82, 3, 6, 2, 0, 3, 3, 
30, 34, 85, 8, 25, 2, 0, 8, 8, 
30, 34, 94, 4, 8, 2.5, 0, 4, 4, 
30, 35, 8, 2, 1, 2, 2, 0, 2, 
30, 35, 18, 4, 2, 1.75, 4, 0, 4, 
30, 35, 36, 3, 1, 3, 0, 3, 3, 
30, 35, 62, 1, 4, 2, 0, 1, 1, 
30, 35, 67, 1, 4, 3, 0, 1, 1, 
30, 35, 71, 2, 9, 2, 0, 2, 2, 
30, 35, 77, 4, 13, 2, 0, 4, 4, 
30, 35, 78, 2, 9, 2, 0, 2, 2, 
30, 35, 91, 1, 5, 3, 0, 1, 1, 
30, 36, 12, 1, 1, 2, 1, 0, 1, 
30, 36, 27, 3, 1, 1.66666666666667, 0, 3, 3, 
30, 36, 36, 2, 2, 3, 0, 2, 2, 
30, 36, 49, 2, 2, 2.5, 0, 2, 2, 
30, 36, 51, 1, 2, 2, 0, 1, 1, 
30, 36, 54, 16, 19, 1.8125, 0, 16, 16, 
30, 36, 69, 1, 7, 3, 0, 1, 1, 
30, 36, 70, 1, 4, 3, 0, 1, 1, 
30, 36, 73, 1, 6, 3, 0, 1, 1, 
30, 36, 86, 1, 6, 3, 0, 1, 1, 
30, 36, 94, 1, 2, 1, 0, 1, 1, 
30, 37, 4, 3, 4, 2, 3, 0, 3, 
30, 37, 31, 4, 3, 2, 0, 4, 4, 
30, 37, 36, 1, 1, 3, 0, 1, 1, 
30, 37, 47, 13, 5, 1.92307692307692, 0, 13, 13, 
30, 37, 53, 5, 2, 2.2, 0, 5, 5, 
30, 37, 93, 1, 5, 3, 0, 1, 1, 
30, 38, 27, 1, 1, 1, 0, 1, 1, 
30, 38, 35, 2, 2, 1.5, 0, 2, 2, 
30, 38, 57, 1, 1, 3, 0, 1, 1, 
30, 38, 61, 4, 14, 1.25, 0, 4, 4, 
30, 38, 70, 2, 8, 2, 0, 2, 2, 
30, 38, 74, 2, 10, 3, 0, 2, 2, 
30, 38, 94, 1, 5, 1, 0, 1, 1, 
30, 39, 9, 2, 1, 2, 2, 0, 2, 
30, 39, 43, 2, 1, 1, 0, 2, 2, 
30, 39, 67, 3, 15, 2.66666666666667, 0, 3, 3, 
30, 40, 48, 3, 1, 1.66666666666667, 0, 3, 3, 
30, 40, 50, 3, 2, 1.66666666666667, 0, 3, 3, 
30, 40, 53, 1, 2, 3, 0, 1, 1, 
30, 40, 79, 1, 5, 3, 0, 1, 1, 
30, 40, 99, 3, 5, 2.33333333333333, 0, 3, 3, 
30, 41, 31, 1, 1, 2, 0, 1, 1, 
30, 41, 32, 1, 1, 3, 0, 1, 1, 
30, 41, 44, 2, 2, 1, 0, 2, 2, 
30, 41, 47, 1, 1, 1, 0, 1, 1, 
30, 41, 48, 3, 2, 2.33333333333333, 0, 3, 3, 
30, 41, 51, 1, 1, 1, 0, 1, 1, 
30, 41, 55, 5, 5, 2, 0, 5, 5, 
30, 41, 61, 3, 6, 1.66666666666667, 0, 3, 3, 
30, 41, 66, 6, 28, 2.5, 0, 6, 6, 
30, 41, 71, 5, 27, 2.6, 0, 5, 5, 
30, 41, 86, 6, 24, 2.33333333333333, 0, 6, 6, 
30, 42, 4, 2, 1, 1.5, 2, 0, 2, 
30, 42, 30, 1, 1, 3, 0, 1, 1, 
30, 42, 56, 1, 1, 1, 0, 1, 1, 
30, 42, 59, 1, 6, 2, 0, 1, 1, 
30, 42, 76, 3, 15, 3, 0, 3, 3, 
30, 42, 80, 2, 11, 3, 0, 2, 2, 
30, 42, 85, 1, 4, 1, 0, 1, 1, 
30, 43, 20, 2, 1, 1, 0, 2, 2, 
30, 43, 29, 3, 2, 2.33333333333333, 0, 3, 3, 
30, 43, 31, 14, 10, 1.92857142857143, 0, 14, 14, 
30, 43, 40, 3, 2, 3, 0, 3, 3, 
30, 43, 93, 5, 14, 3, 0, 5, 5, 
30, 44, 17, 14, 4, 1.85714285714286, 4, 10, 14, 
30, 44, 28, 1, 2, 3, 0, 1, 1, 
30, 44, 49, 6, 3, 2.16666666666667, 0, 6, 6, 
30, 44, 54, 2, 2, 2.5, 0, 2, 2, 
30, 44, 59, 2, 10, 1.5, 0, 2, 2, 
30, 44, 61, 1, 3, 1, 0, 1, 1, 
30, 44, 73, 1, 6, 2, 0, 1, 1, 
30, 44, 76, 1, 2, 1, 0, 1, 1, 
30, 44, 81, 1, 4, 2, 0, 1, 1, 
30, 44, 86, 1, 5, 3, 0, 1, 1, 
30, 45, 16, 5, 1, 1.8, 5, 0, 5, 
30, 45, 28, 7, 5, 2.85714285714286, 0, 7, 7, 
30, 45, 36, 1, 1, 3, 0, 1, 1, 
30, 45, 37, 10, 6, 2.2, 0, 10, 10, 
30, 45, 46, 4, 2, 1.75, 0, 4, 4, 
30, 45, 51, 5, 2, 3, 0, 5, 5, 
30, 45, 81, 1, 1, 3, 0, 1, 1, 
30, 45, 94, 1, 2, 3, 0, 1, 1, 
30, 46, 22, 3, 1, 2.33333333333333, 0, 3, 3, 
30, 46, 32, 2, 3, 2, 0, 2, 2, 
30, 46, 41, 9, 7, 2.66666666666667, 0, 9, 9, 
30, 46, 49, 6, 2, 1.16666666666667, 0, 6, 6, 
30, 46, 53, 1, 1, 3, 0, 1, 1, 
30, 46, 85, 1, 3, 3, 0, 1, 1, 
30, 46, 86, 1, 4, 3, 0, 1, 1, 
30, 46, 91, 1, 2, 3, 0, 1, 1, 
30, 47, 6, 6, 7, 2, 6, 0, 6, 
30, 47, 28, 2, 2, 2.5, 0, 2, 2, 
30, 47, 36, 1, 1, 3, 0, 1, 1, 
30, 47, 46, 4, 1, 1.5, 0, 4, 4, 
30, 47, 50, 1, 1, 3, 0, 1, 1, 
30, 47, 58, 2, 7, 2, 0, 2, 2, 
30, 47, 84, 1, 4, 3, 0, 1, 1, 
30, 47, 91, 9, 25, 2.77777777777778, 0, 9, 9, 
30, 48, 28, 6, 3, 2.5, 0, 6, 6, 
30, 48, 33, 1, 1, 3, 0, 1, 1, 
30, 48, 55, 2, 6, 3, 0, 2, 2, 
30, 48, 56, 1, 4, 3, 0, 1, 1, 
30, 48, 57, 3, 9, 3, 0, 3, 3, 
30, 48, 59, 8, 26, 1.25, 0, 8, 8, 
30, 48, 72, 1, 3, 1, 0, 1, 1, 
30, 48, 75, 10, 43, 2.3, 0, 10, 10, 
30, 48, 84, 1, 4, 3, 0, 1, 1, 
30, 48, 92, 3, 10, 3, 0, 3, 3, 
30, 49, 5, 6, 5, 2, 6, 0, 6, 
30, 49, 39, 4, 2, 2.5, 0, 4, 4, 
30, 49, 45, 1, 1, 1, 0, 1, 1, 
30, 49, 61, 9, 22, 1.66666666666667, 0, 9, 9, 
30, 49, 98, 11, 17, 2.45454545454545, 0, 11, 11, 
30, 50, 8, 4, 1, 2, 4, 0, 4, 
30, 50, 11, 1, 1, 2, 1, 0, 1, 
30, 50, 22, 13, 4, 1.84615384615385, 0, 13, 13, 
30, 50, 41, 4, 4, 2, 0, 4, 4, 
30, 50, 55, 7, 17, 1.57142857142857, 0, 7, 7, 
30, 50, 70, 1, 2, 1, 0, 1, 1, 
30, 50, 73, 1, 8, 1, 0, 1, 1, 
30, 50, 74, 1, 3, 3, 0, 1, 1, 
30, 51, 5, 1, 1, 2, 1, 0, 1, 
30, 51, 47, 1, 1, 3, 0, 1, 1, 
30, 51, 49, 2, 2, 1, 0, 2, 2, 
30, 51, 60, 1, 4, 3, 0, 1, 1, 
30, 51, 82, 1, 4, 1, 0, 1, 1, 
30, 51, 83, 8, 27, 2.5, 0, 8, 8, 
30, 51, 88, 6, 8, 2, 0, 6, 6, 
30, 52, 27, 1, 2, 2, 0, 1, 1, 
30, 52, 34, 15, 11, 1.86666666666667, 0, 15, 15, 
30, 52, 37, 5, 1, 2.4, 0, 5, 5, 
30, 52, 51, 1, 2, 2, 0, 1, 1, 
30, 52, 65, 16, 57, 2.125, 0, 16, 16, 
30, 52, 74, 1, 3, 2, 0, 1, 1, 
30, 52, 78, 4, 15, 2.25, 0, 4, 4, 
30, 52, 95, 1, 2, 3, 0, 1, 1, 
30, 53, 5, 3, 2, 1.66666666666667, 3, 0, 3, 
30, 53, 40, 1, 1, 3, 0, 1, 1, 
30, 53, 41, 2, 1, 1, 0, 2, 2, 
30, 53, 47, 9, 7, 2.33333333333333, 0, 9, 9, 
30, 53, 57, 8, 32, 2.75, 0, 8, 8, 
30, 53, 88, 4, 13, 2.5, 0, 4, 4, 
30, 53, 90, 2, 4, 3, 0, 2, 2, 
30, 53, 96, 1, 3, 3, 0, 1, 1, 
30, 54, 46, 5, 4, 1.8, 0, 5, 5, 
30, 54, 57, 4, 12, 2.5, 0, 4, 4, 
30, 54, 73, 13, 32, 1.92307692307692, 0, 13, 13, 
30, 54, 79, 1, 7, 3, 0, 1, 1, 
30, 54, 80, 1, 5, 3, 0, 1, 1, 
30, 54, 83, 1, 1, 1, 0, 1, 1, 
30, 54, 89, 3, 15, 3, 0, 3, 3, 
30, 54, 95, 1, 1, 1, 0, 1, 1, 
30, 54, 96, 6, 13, 2, 0, 6, 6, 
30, 55, 5, 1, 2, 2, 1, 0, 1, 
30, 55, 8, 1, 1, 1, 1, 0, 1, 
30, 55, 55, 2, 2, 2, 0, 2, 2, 
30, 55, 56, 5, 9, 3, 0, 5, 5, 
30, 55, 60, 4, 16, 2.25, 0, 4, 4, 
30, 55, 71, 2, 6, 2, 0, 2, 2, 
30, 55, 72, 1, 1, 1, 0, 1, 1, 
30, 55, 79, 8, 29, 1.75, 0, 8, 8, 
30, 55, 80, 1, 2, 1, 0, 1, 1, 
30, 55, 83, 5, 19, 1.4, 0, 5, 5, 
30, 55, 90, 2, 9, 2, 0, 2, 2, 
30, 56, 44, 2, 1, 3, 0, 2, 2, 
30, 56, 58, 1, 1, 1, 0, 1, 1, 
30, 56, 69, 1, 2, 2, 0, 1, 1, 
30, 56, 83, 1, 5, 3, 0, 1, 1, 
30, 56, 93, 3, 11, 2.66666666666667, 0, 3, 3, 
30, 56, 98, 1, 4, 2, 0, 1, 1, 
30, 57, 14, 8, 3, 2, 8, 0, 8, 
30, 57, 21, 4, 1, 1, 0, 4, 4, 
30, 57, 46, 4, 4, 2, 0, 4, 4, 
30, 57, 69, 1, 3, 1, 0, 1, 1, 
30, 57, 73, 2, 5, 2, 0, 2, 2, 
30, 58, 1, 1, 1, 1, 1, 0, 1, 
30, 58, 25, 1, 1, 1, 0, 1, 1, 
30, 58, 29, 10, 7, 2, 0, 10, 10, 
30, 58, 53, 2, 1, 3, 0, 2, 2, 
30, 58, 69, 3, 10, 1.33333333333333, 0, 3, 3, 
30, 58, 70, 1, 4, 3, 0, 1, 1, 
30, 58, 71, 2, 6, 2, 0, 2, 2, 
30, 59, 21, 2, 1, 1, 0, 2, 2, 
30, 59, 33, 3, 2, 2.33333333333333, 0, 3, 3, 
30, 59, 50, 1, 1, 1, 0, 1, 1, 
30, 59, 59, 3, 10, 2.33333333333333, 0, 3, 3, 
30, 59, 71, 2, 6, 1, 0, 2, 2, 
30, 59, 73, 2, 8, 2.5, 0, 2, 2, 
30, 59, 92, 1, 2, 1, 0, 1, 1, 
30, 59, 93, 1, 1, 1, 0, 1, 1, 
30, 59, 94, 1, 2, 3, 0, 1, 1, 
30, 59, 99, 1, 2, 3, 0, 1, 1, 
30, 60, 9, 1, 1, 3, 1, 0, 1, 
30, 60, 10, 1, 2, 1, 1, 0, 1, 
30, 60, 14, 1, 1, 2, 1, 0, 1, 
30, 60, 35, 2, 1, 2, 0, 2, 2, 
30, 60, 41, 1, 1, 1, 0, 1, 1, 
30, 60, 57, 4, 13, 2.5, 0, 4, 4, 
30, 60, 86, 1, 3, 1, 0, 1, 1, 
30, 60, 95, 2, 5, 3, 0, 2, 2, 
30, 60, 98, 1, 2, 3, 0, 1, 1, 
30, 61, 2, 3, 5, 2, 3, 0, 3, 
30, 61, 8, 1, 1, 2, 1, 0, 1, 
30, 61, 12, 7, 4, 1.66666666666667, 6, 0, 6, 
30, 61, 13, 8, 5, 2, 8, 0, 8, 
30, 61, 35, 2, 2, 2.5, 0, 2, 2, 
30, 61, 70, 1, 3, 3, 0, 1, 1, 
30, 61, 73, 1, 4, 3, 0, 1, 1, 
30, 61, 88, 12, 34, 1.41666666666667, 0, 12, 12, 
30, 61, 94, 3, 7, 3, 0, 3, 3, 
30, 61, 99, 2, 3, 2.5, 0, 2, 2, 
30, 62, 17, 1, 1, 2, 1, 0, 1, 
30, 62, 23, 3, 3, 1.66666666666667, 0, 3, 3, 
30, 62, 29, 1, 1, 1, 0, 1, 1, 
30, 62, 39, 1, 1, 3, 0, 1, 1, 
30, 62, 61, 28, 95, 2.25, 0, 28, 28, 
30, 62, 64, 5, 25, 3, 0, 5, 5, 
30, 62, 73, 8, 20, 2, 0, 8, 8, 
30, 62, 88, 8, 16, 1.625, 0, 8, 8, 
30, 62, 95, 10, 17, 2.1, 0, 10, 10, 
30, 63, 4, 2, 1, 3, 2, 0, 2, 
30, 63, 14, 1, 2, 2, 1, 0, 1, 
30, 63, 32, 15, 7, 1.8, 0, 15, 15, 
30, 63, 41, 7, 7, 1.85714285714286, 0, 7, 7, 
30, 63, 68, 4, 13, 2, 0, 4, 4, 
30, 63, 71, 2, 9, 3, 0, 2, 2, 
30, 63, 78, 1, 6, 3, 0, 1, 1, 
30, 63, 82, 2, 11, 3, 0, 2, 2, 
30, 63, 84, 8, 28, 1.75, 0, 8, 8, 
30, 63, 85, 1, 3, 1, 0, 1, 1, 
30, 63, 97, 5, 10, 2.2, 0, 5, 5, 
30, 64, 10, 1, 1, 2, 1, 0, 1, 
30, 64, 37, 2, 1, 2.5, 0, 2, 2, 
30, 64, 39, 1, 1, 3, 0, 1, 1, 
30, 64, 53, 6, 17, 2.16666666666667, 0, 6, 6, 
30, 64, 54, 2, 7, 2.5, 0, 2, 2, 
30, 64, 57, 1, 2, 2, 0, 1, 1, 
30, 64, 72, 5, 20, 2.2, 0, 5, 5, 
30, 64, 80, 1, 6, 3, 0, 1, 1, 
30, 64, 85, 1, 3, 1, 0, 1, 1, 
30, 65, 11, 2, 2, 3, 2, 0, 2, 
30, 65, 31, 4, 5, 2, 0, 4, 4, 
30, 65, 42, 1, 1, 3, 0, 1, 1, 
30, 65, 54, 1, 2, 3, 0, 1, 1, 
30, 65, 57, 1, 6, 3, 0, 1, 1, 
30, 65, 69, 1, 2, 2, 0, 1, 1, 
30, 65, 72, 3, 12, 1, 0, 3, 3, 
30, 65, 73, 10, 22, 1.8, 0, 10, 10, 
30, 65, 78, 3, 4, 1, 0, 3, 3, 
30, 65, 83, 3, 14, 1.66666666666667, 0, 3, 3, 
30, 66, 10, 2, 1, 2, 2, 0, 2, 
30, 66, 37, 4, 3, 1.75, 0, 4, 4, 
30, 66, 40, 1, 1, 3, 0, 1, 1, 
30, 66, 55, 1, 3, 3, 0, 1, 1, 
30, 66, 59, 1, 3, 1, 0, 1, 1, 
30, 66, 67, 1, 3, 2, 0, 1, 1, 
30, 66, 84, 1, 1, 1, 0, 1, 1, 
30, 66, 95, 3, 6, 2.33333333333333, 0, 3, 3, 
30, 67, 13, 2, 2, 2, 2, 0, 2, 
30, 67, 20, 1, 3, 3, 0, 1, 1, 
30, 67, 38, 3, 2, 3, 0, 3, 3, 
30, 67, 55, 2, 5, 3, 0, 2, 2, 
30, 67, 57, 3, 7, 2.33333333333333, 0, 3, 3, 
30, 67, 68, 1, 2, 2, 0, 1, 1, 
30, 67, 69, 1, 4, 3, 0, 1, 1, 
30, 67, 76, 5, 20, 2.8, 0, 5, 5, 
30, 67, 85, 3, 6, 2.66666666666667, 0, 3, 3, 
30, 67, 88, 1, 3, 3, 0, 1, 1, 
30, 67, 99, 3, 8, 3, 0, 3, 3, 
30, 68, 11, 4, 5, 2, 4, 0, 4, 
30, 68, 16, 12, 10, 2.09090909090909, 11, 0, 11, 
30, 68, 19, 1, 2, 1, 1, 0, 1, 
30, 68, 20, 3, 5, 1.66666666666667, 1, 2, 3, 
30, 68, 28, 1, 1, 1, 0, 1, 1, 
30, 68, 41, 3, 1, 2.33333333333333, 0, 3, 3, 
30, 68, 58, 4, 11, 3, 0, 4, 4, 
30, 68, 74, 1, 3, 3, 0, 1, 1, 
30, 68, 77, 2, 11, 3, 0, 2, 2, 
30, 68, 81, 1, 1, 1, 0, 1, 1, 
30, 68, 94, 3, 4, 2.33333333333333, 0, 3, 3, 
30, 69, 2, 5, 3, 1.8, 5, 0, 5, 
30, 69, 5, 5, 6, 2, 5, 0, 5, 
30, 69, 26, 5, 6, 2.8, 0, 5, 5, 
30, 69, 28, 1, 3, 1, 0, 1, 1, 
30, 69, 30, 1, 1, 2, 0, 1, 1, 
30, 69, 34, 1, 1, 1, 0, 1, 1, 
30, 69, 46, 8, 5, 2.75, 0, 8, 8, 
30, 69, 85, 2, 5, 2, 0, 2, 2, 
30, 69, 91, 12, 20, 2, 0, 12, 12, 
30, 69, 92, 20, 58, 2, 0, 20, 20, 
30, 70, 46, 1, 1, 3, 0, 1, 1, 
30, 70, 98, 1, 1, 3, 0, 1, 1, 
30, 71, 2, 3, 2, 2, 3, 0, 3, 
30, 71, 8, 1, 1, 2, 1, 0, 1, 
30, 71, 23, 1, 2, 1, 0, 1, 1, 
30, 71, 24, 1, 1, 3, 0, 1, 1, 
30, 71, 32, 6, 2, 2, 0, 6, 6, 
30, 71, 34, 6, 5, 2, 0, 6, 6, 
30, 71, 46, 3, 1, 2.33333333333333, 0, 3, 3, 
30, 71, 55, 10, 10, 1.7, 0, 10, 10, 
30, 71, 56, 3, 5, 2.66666666666667, 0, 3, 3, 
30, 71, 71, 1, 1, 1, 0, 1, 1, 
30, 71, 75, 1, 6, 2, 0, 1, 1, 
30, 71, 83, 1, 4, 1, 0, 1, 1, 
30, 71, 94, 3, 4, 1.66666666666667, 0, 3, 3, 
30, 72, 4, 1, 1, 2, 1, 0, 1, 
30, 72, 21, 4, 4, 1.75, 1, 3, 4, 
30, 72, 26, 2, 1, 2, 0, 2, 2, 
30, 72, 49, 3, 2, 3, 0, 3, 3, 
30, 72, 56, 1, 1, 1, 0, 1, 1, 
30, 72, 57, 1, 1, 3, 0, 1, 1, 
30, 72, 72, 1, 3, 2, 0, 1, 1, 
30, 72, 73, 1, 2, 1, 0, 1, 1, 
30, 72, 76, 1, 4, 2, 0, 1, 1, 
30, 72, 79, 2, 4, 2, 0, 2, 2, 
30, 72, 86, 6, 14, 1.66666666666667, 0, 6, 6, 
30, 73, 32, 1, 1, 1, 0, 1, 1, 
30, 73, 51, 8, 3, 2.5, 0, 8, 8, 
30, 73, 61, 1, 2, 1, 0, 1, 1, 
30, 73, 69, 3, 7, 1.66666666666667, 0, 3, 3, 
30, 73, 73, 13, 48, 2.38461538461538, 0, 13, 13, 
30, 73, 95, 1, 5, 3, 0, 1, 1, 
30, 74, 20, 1, 1, 3, 0, 1, 1, 
30, 74, 32, 3, 1, 2.66666666666667, 0, 3, 3, 
30, 74, 59, 1, 4, 3, 0, 1, 1, 
30, 74, 66, 3, 9, 2.33333333333333, 0, 3, 3, 
30, 75, 30, 1, 1, 1, 0, 1, 1, 
30, 75, 33, 2, 1, 1.5, 0, 2, 2, 
30, 75, 39, 1, 1, 1, 0, 1, 1, 
30, 75, 58, 2, 2, 2, 0, 2, 2, 
30, 75, 68, 2, 6, 2.5, 0, 2, 2, 
30, 75, 84, 3, 14, 1.66666666666667, 0, 3, 3, 
30, 75, 97, 6, 23, 2.33333333333333, 0, 6, 6, 
30, 76, 3, 2, 1, 2, 2, 0, 2, 
30, 76, 45, 2, 1, 2, 0, 2, 2, 
30, 76, 53, 4, 3, 2, 0, 4, 4, 
30, 76, 56, 5, 5, 2, 0, 5, 5, 
30, 76, 67, 10, 20, 1.9, 0, 10, 10, 
30, 76, 73, 1, 3, 2, 0, 1, 1, 
30, 76, 89, 1, 3, 1, 0, 1, 1, 
30, 76, 90, 2, 8, 2.5, 0, 2, 2, 
30, 77, 21, 1, 1, 3, 0, 1, 1, 
30, 77, 29, 5, 3, 1.6, 0, 5, 5, 
30, 77, 44, 1, 1, 3, 0, 1, 1, 
30, 77, 47, 4, 3, 1.75, 0, 4, 4, 
30, 77, 61, 4, 13, 1.5, 0, 4, 4, 
30, 77, 68, 4, 8, 1.25, 0, 4, 4, 
30, 77, 77, 3, 6, 1, 0, 3, 3, 
30, 77, 91, 2, 9, 2, 0, 2, 2, 
30, 77, 94, 1, 1, 1, 0, 1, 1, 
